"date","open","high","low","close","volume"
"2026-06-10T16:17:00Z","730.66","731.0","730.16","730.26","59968"
"2026-06-10T16:18:00Z","730.27","730.45","730.16","730.23","20133"
"2026-06-10T16:19:00Z","730.22","730.64","730.16","730.58","16645"
"2026-06-10T16:20:00Z","730.6","730.78","730.35","730.35","36230"
"2026-06-10T16:21:00Z","730.45","730.64","729.9","730.63","29283"
"2026-06-10T16:22:00Z","730.57","730.78","730.37","730.43","27985"
"2026-06-10T16:23:00Z","730.44","730.9","730.34","730.88","36515"
"2026-06-10T16:24:00Z","730.86","730.91","730.1","730.13","45867"
"2026-06-10T16:25:00Z","730.19","730.45","730.03","730.32","27758"
"2026-06-10T16:26:00Z","730.3","730.87","730.28","730.73","32189"
"2026-06-10T16:27:00Z","730.73","730.93","730.28","730.36","46175"
"2026-06-10T16:28:00Z","730.36","730.73","730.27","730.44","46827"
"2026-06-10T16:29:00Z","730.44","730.77","730.34","730.68","14391"
"2026-06-10T16:30:00Z","730.68","730.73","730.28","730.31","23736"
"2026-06-10T16:31:00Z","730.28","730.5","730.19","730.36","17933"
"2026-06-10T16:32:00Z","730.34","730.59","730.05","730.37","37813"
"2026-06-10T16:33:00Z","730.37","730.63","730.34","730.38","18641"
"2026-06-10T16:34:00Z","730.35","731.62","730.32","731.61","64633"
"2026-06-10T16:35:00Z","731.64","731.75","731.05","731.28","51695"
"2026-06-10T16:36:00Z","731.27","731.63","731.02","731.6","45838"
"2026-06-10T16:37:00Z","731.63","732.3","731.55","732.14","103779"
"2026-06-10T16:38:00Z","732.14","732.29","731.84","732.17","48610"
"2026-06-10T16:39:00Z","732.09","732.09","731.45","731.97","39746"
"2026-06-10T16:40:00Z","731.98","732.31","731.86","731.88","31793"
"2026-06-10T16:41:00Z","731.95","732.04","731.22","731.29","33154"
"2026-06-10T16:42:00Z","731.27","731.35","730.45","730.75","45881"
"2026-06-10T16:43:00Z","730.73","730.98","730.7","730.8","34614"
"2026-06-10T16:44:00Z","730.82","731.24","730.78","730.87","31516"
"2026-06-10T16:45:00Z","730.83","730.83","730.12","730.15","50353"
"2026-06-10T16:46:00Z","730.13","730.42","729.69","730.0","52729"
"2026-06-10T16:47:00Z","730.03","730.06","729.4","729.59","54495"
"2026-06-10T16:48:00Z","729.61","729.91","729.45","729.84","59569"
"2026-06-10T16:49:00Z","729.84","730.27","729.71","729.98","81111"
"2026-06-10T16:50:00Z","729.97","730.14","729.67","730.08","47320"
"2026-06-10T16:51:00Z","730.11","730.64","730.01","730.52","45570"
"2026-06-10T16:52:00Z","730.5","730.92","730.39","730.8","45287"
"2026-06-10T16:53:00Z","730.76","731.03","730.33","730.46","36645"
"2026-06-10T16:54:00Z","730.45","730.45","730.12","730.23","28607"
"2026-06-10T16:55:00Z","730.22","730.25","729.5","729.66","59909"
"2026-06-10T16:56:00Z","729.66","730.14","729.62","730.12","35715"
"2026-06-10T16:57:00Z","730.16","730.19","729.87","729.97","15722"
"2026-06-10T16:58:00Z","730.04","730.16","729.76","730.03","19272"
"2026-06-10T16:59:00Z","730.04","730.52","730.02","730.36","52528"
"2026-06-10T17:00:00Z","730.36","730.95","730.26","730.7","44996"
"2026-06-10T17:01:00Z","730.7","730.72","730.03","730.13","23943"
"2026-06-10T17:02:00Z","730.13","730.97","730.13","730.74","35372"
"2026-06-10T17:03:00Z","730.66","731.34","730.65","731.18","33885"
"2026-06-10T17:04:00Z","731.15","731.37","731.07","731.14","55586"
"2026-06-10T17:05:00Z","731.14","731.18","730.03","730.04","79992"
"2026-06-10T17:06:00Z","730.08","730.49","729.98","730.49","117969"
"2026-06-10T17:07:00Z","730.47","730.75","730.05","730.23","48809"
"2026-06-10T17:08:00Z","730.27","730.27","729.66","729.79","57200"
"2026-06-10T17:09:00Z","729.76","729.91","729.59","729.69","31220"
"2026-06-10T17:10:00Z","729.67","729.76","728.74","728.86","124689"
"2026-06-10T17:11:00Z","728.82","729.18","728.72","728.95","91208"
"2026-06-10T17:12:00Z","728.98","729.27","728.9","729.14","62150"
"2026-06-10T17:13:00Z","729.14","729.61","729.13","729.35","73477"
"2026-06-10T17:14:00Z","729.32","729.32","728.78","729.0","44965"
"2026-06-10T17:15:00Z","729.0","729.12","728.69","728.92","60203"
"2026-06-10T17:16:00Z","728.93","729.27","728.89","729.13","58161"
"2026-06-10T17:17:00Z","729.17","729.4","728.74","728.87","70536"
"2026-06-10T17:18:00Z","728.85","729.1","728.67","728.93","45824"
"2026-06-10T17:19:00Z","728.95","729.04","728.76","728.98","43778"
"2026-06-10T17:20:00Z","728.93","729.17","728.75","729.13","67945"
"2026-06-10T17:21:00Z","729.13","729.14","728.85","728.92","37146"
"2026-06-10T17:22:00Z","728.91","729.16","728.82","728.88","51526"
"2026-06-10T17:23:00Z","728.87","729.29","728.87","729.19","50149"
"2026-06-10T17:24:00Z","729.2","729.56","729.19","729.46","105827"
"2026-06-10T17:25:00Z","729.44","729.76","729.33","729.64","104143"
"2026-06-10T17:26:00Z","729.63","729.67","729.09","729.48","88392"
"2026-06-10T17:27:00Z","729.48","729.6","729.26","729.43","68885"
"2026-06-10T17:28:00Z","729.4","729.85","729.39","729.65","45162"
"2026-06-10T17:29:00Z","729.68","729.7","729.38","729.59","49738"
"2026-06-10T17:30:00Z","729.59","729.68","728.74","728.76","64471"
"2026-06-10T17:31:00Z","728.74","729.04","728.65","728.75","37018"
"2026-06-10T17:32:00Z","728.76","729.01","728.43","728.74","118031"
"2026-06-10T17:33:00Z","728.73","729.08","728.65","728.92","36729"
"2026-06-10T17:34:00Z","728.94","729.12","728.75","728.85","17888"
"2026-06-10T17:35:00Z","728.87","728.87","728.46","728.5","48608"
"2026-06-10T17:36:00Z","728.5","728.74","728.24","728.34","53928"
"2026-06-10T17:37:00Z","728.34","728.87","728.22","728.58","87686"
"2026-06-10T17:38:00Z","728.58","728.61","728.14","728.34","48386"
"2026-06-10T17:39:00Z","728.36","728.5","728.1","728.18","55602"
"2026-06-10T17:40:00Z","728.19","728.48","728.01","728.33","69285"
"2026-06-10T17:41:00Z","728.3","728.59","728.16","728.25","39325"
"2026-06-10T17:42:00Z","728.28","728.5","728.2","728.36","33845"
"2026-06-10T17:43:00Z","728.36","728.36","728.12","728.17","35746"
